Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
65685,O=C1CCC(CCN2CC(N3CCC(O)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,nk1r,P25103,Kd,=,10.1,CHEMBL151177,0.1
65686,O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1C1CCCCC1,nk1r,P25103,Kd,=,9.9,CHEMBL151585,0.1
65687,CN(CC(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,nk1r,P25103,Kd,=,9.5,CHEMBL71397,0.3
65688,O=C(O)C1CCN(C2CN(CCC3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,nk1r,P25103,Kd,=,9.4,CHEMBL149794,0.4
65689,Cc1ccccc1CN1CC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CCC1=O,nk1r,P25103,Kd,=,9.3,CHEMBL149690,0.5
65690,O=C1CCC(CCN2CCC(O)(c3ccccc3)CC2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,nk1r,P25103,Kd,=,9.3,CHEMBL150709,0.5
65691,O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,nk1r,P25103,Kd,=,9.3,CHEMBL348653,0.5
65692,O=C1CCC(CCN2CC(N3CC[S+]([O-])CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,nk1r,P25103,Kd,=,9.2,CHEMBL150619,0.6
65693,O=C1CCC(CCN2CC(N3C4CCC3CC(O)C4)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,nk1r,P25103,Kd,=,9.2,CHEMBL151231,0.6
65694,CS(=O)(=O)N1CCN(C2CN(CCC3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(Cc4ccccc4)C3)C2)CC1,nk1r,P25103,Kd,=,9.2,CHEMBL423584,0.6
65695,O=C1CCC(CCN2CC(N3CCSCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,nk1r,P25103,Kd,=,9.0,CHEMBL151317,1.0
65696,O=C1CC[C@](CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCCCC1,nk1r,P25103,Kd,=,9.0,CHEMBL185572,1.0
65697,NS(=O)(=O)N1CCN(C2CN(CCC3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,nk1r,P25103,Kd,=,8.9,CHEMBL148998,1.3
65698,O=C1CCN(C2CN(CCC3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,nk1r,P25103,Kd,=,8.9,CHEMBL150842,1.3
65699,O=C1CCC(CCN2CC(N3CCS(=O)(=O)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1,nk1r,P25103,Kd,=,8.9,CHEMBL150997,1.3
65700,O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCCCC1,nk1r,P25103,Kd,=,8.9,CHEMBL151570,1.3
65701,CC(=O)N1CCN(C2CN(CCC3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(Cc4ccccc4)C3)C2)CC1,nk1r,P25103,Kd,=,8.8,CHEMBL151088,1.6
65702,O=C1CCC(CCN2CC(N3CCC(O)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CC1,nk1r,P25103,Kd,=,8.8,CHEMBL151289,1.6
