Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
53393,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,drd4,P21917,Kd,=,9.7,CHEMBL20734,0.2
53394,CN1C[C@H](C(=O)N2CCN(c3cccc(=O)n3C)CC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21,drd4,P21917,Kd,=,6.9,CHEMBL254500,123.0
53395,CN(CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21,drd4,P21917,Kd,=,6.9,CHEMBL1186652,125.9
53396,Cc1cccc(NC(=O)CN2CCN(c3ccccc3C#N)CC2)c1,drd4,P21917,Kd,=,8.4,CHEMBL184158,4.0
53397,CN(CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2Oc2ccccc21,drd4,P21917,Kd,=,6.3,CHEMBL460542,489.8
53398,COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,drd4,P21917,Kd,=,8.3,CHEMBL251541,5.0
53399,CN1C[C@H](C(=O)N2CCN(c3ccc4nonc4c3)CC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21,drd4,P21917,Kd,=,7.1,CHEMBL251835,77.6
53400,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,drd4,P21917,Ki,=,10.2,CHEMBL297302,0.1
53401,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,drd4,P21917,Ki,=,9.7,CHEMBL267930,0.2
53402,COc1cccc(C(=O)NCCN2CCN(c3cccc4ccccc34)CC2)c1,drd4,P21917,Ki,=,9.7,CHEMBL345848,0.2
53403,CNc1cc(OC)c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,drd4,P21917,Ki,=,9.6,CHEMBL326454,0.2
53404,COc1ccccc1N1CCN(Cc2cn3cc(Br)ccc3n2)CC1,drd4,P21917,Ki,=,9.6,CHEMBL211164,0.3
53405,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccccc2)CC1,drd4,P21917,Ki,=,9.6,CHEMBL4442460,0.3
53406,COc1cccc(C(=O)NCCN2CCN(c3cccc(Cl)c3)CC2)c1,drd4,P21917,Ki,=,9.6,CHEMBL157388,0.3
