Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
15407,COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccncc3)CC2)cc1,5ht7r,P34969,Kd,=,8.9,CHEMBL2442996,1.2
15408,Cc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,5ht7r,P34969,Kd,=,7.8,CHEMBL222755,15.9
15409,CSc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,5ht7r,P34969,Kd,=,7.7,CHEMBL225284,20.0
15410,CC(=O)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,5ht7r,P34969,Kd,=,7.6,CHEMBL389718,25.1
15411,NCCc1c[nH]c2ccc(O)cc12,5ht7r,P34969,Kd,=,8.4,CHEMBL39,4.0
15412,NCCc1c[nH]c2ccc(C(N)=O)cc12,5ht7r,P34969,Kd,=,7.5,CHEMBL18840,33.1
15413,O=C(CCCCCN1CCN(c2ccccc2O)CC1)NC1CCCc2ccccc21,5ht7r,P34969,Kd,=,7.2,CHEMBL225512,63.1
15414,COc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,5ht7r,P34969,Kd,=,8.0,CHEMBL224820,9.6
15415,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,5ht7r,P34969,Kd,=,8.0,CHEMBL282199,9.7
15416,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1,5ht7r,P34969,Ki,=,10.0,CHEMBL3289972,0.1
15417,NCCc1c[nH]c2ccc(O)cc12,5ht7r,P34969,Ki,=,10.0,CHEMBL39,0.1
15418,NCCc1c[nH]c2ccc(O)cc12,5ht7r,P34969,Ki,=,9.9,CHEMBL39,0.1
15419,Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,5ht7r,P34969,Ki,=,9.8,CHEMBL592752,0.2
15420,NCCc1c[nH]c2ccc(O)cc12,5ht7r,P34969,Ki,=,9.8,CHEMBL39,0.2
15421,C[C@H](Nc1ccnc(NCCOc2ccc(F)cc2)c1)c1ccccc1,5ht7r,P34969,Ki,=,9.7,CHEMBL363452,0.2
15422,Cc1c(S(=O)(=O)NCCCCN2CCC(c3noc4cc(F)ccc34)CC2)sc2ccc(F)cc12,5ht7r,P34969,Ki,=,9.7,CHEMBL3290016,0.2
15423,Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1,5ht7r,P34969,Ki,=,9.7,CHEMBL605405,0.2
15424,CSc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,5ht7r,P34969,Ki,=,9.7,CHEMBL225284,0.2
15425,NCCc1c[nH]c2ccc(O)cc12,5ht7r,P34969,Ki,=,9.7,CHEMBL39,0.2
15426,Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,5ht7r,P34969,Ki,=,9.6,CHEMBL592752,0.3
15427,Fc1ccc2[nH]cc(CCN3CCN(c4ccccc4-c4ccccc4)CC3)c2c1,5ht7r,P34969,Ki,=,9.6,CHEMBL4291322,0.3
15428,C[C@H](Nc1ccnc(NCCc2ccccc2)c1)c1ccccc1,5ht7r,P34969,Ki,=,9.5,CHEMBL182923,0.3
15429,C[C@H](Nc1ccnc(NCCOc2ccc(F)cc2)n1)c1ccccc1,5ht7r,P34969,Ki,=,9.5,CHEMBL183277,0.3
15430,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1,5ht7r,P34969,Ki,=,9.5,CHEMBL2159465,0.3
15431,NCCc1c[nH]c2ccc(C(N)=O)cc12,5ht7r,P34969,Ki,=,9.5,CHEMBL18840,0.3
15432,CCCN(CCC)[C@H]1CCc2c(cccc2-c2cccc3ccccc23)C1,5ht7r,P34969,Ki,=,9.5,CHEMBL596959,0.3
15433,COc1ccc(S(=O)(=O)N2CCc3ccc(I)cc32)cc1N1CCNCC1,5ht7r,P34969,Ki,=,9.5,CHEMBL414628,0.3
15434,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,5ht7r,P34969,Ki,=,9.5,CHEMBL282199,0.3
15435,CCC1(CCCCN2CCN(c3ccc(Cl)cc3)CC2)C(=O)Nc2ccccc21,5ht7r,P34969,Ki,=,9.4,CHEMBL261719,0.4
15436,O=C1Nc2ccccc2C1CCCCN1CCN(c2ccc(Cl)cc2)CC1,5ht7r,P34969,Ki,=,9.4,CHEMBL260994,0.4
15437,Cc1ccc(CCn2c3c(c4cc(C)ccc42)CN(C)CC3)cc1,5ht7r,P34969,Ki,=,9.4,CHEMBL605081,0.4
15438,NCCc1c[nH]c2ccc(C(N)=O)cc12,5ht7r,P34969,Ki,=,9.4,CHEMBL18840,0.4
15439,C[C@H](Nc1ccnc(NCCOc2ccccc2)c1)c1ccccc1,5ht7r,P34969,Ki,=,9.4,CHEMBL181356,0.4
15440,C[C@H](Nc1ccnc(NCCc2ccc(F)cc2)c1)c1ccccc1,5ht7r,P34969,Ki,=,9.4,CHEMBL181605,0.4
15441,C[C@H](Nc1cc(NCCOc2ccc(F)cc2)ccn1)c1ccccc1,5ht7r,P34969,Ki,=,9.4,CHEMBL183423,0.4
15442,C[C@H](Nc1cc(NCCOc2ccccc2)ccn1)c1ccccc1,5ht7r,P34969,Ki,=,9.4,CHEMBL184607,0.4
15443,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,5ht7r,P34969,Ki,=,9.4,CHEMBL85,0.4
15444,O=S(=O)(c1cncc2ccccc12)N1CCC[C@H]1CCN1CCC(c2noc3cc(F)ccc23)CC1,5ht7r,P34969,Ki,=,9.4,CHEMBL4245263,0.4
15445,CCC1(CCCCN2CCN(c3cccc(Cl)c3)CC2)C(=O)Nc2ccccc21,5ht7r,P34969,Ki,=,9.4,CHEMBL408976,0.4
15446,O=S(=O)(NCCN1CCC(c2noc3cc(F)ccc23)CC1)c1ccc2ccccc2c1,5ht7r,P34969,Ki,=,9.4,CHEMBL3290004,0.4
15447,O=C1c2ccccc2CCCN1CCN1CCC(c2c[nH]c3ccccc23)CC1,5ht7r,P34969,Ki,=,9.4,CHEMBL267062,0.4
