Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
45203,CC[C@H]1CN(c2nc(N)c(C(N)=O)nc2Cl)CCN1C1CCN(Cc2ccc(Cl)cc2)CC1,cxcr3,P49682 ,Ki,=,9.4,CHEMBL1921858,0.4
45204,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1,cxcr3,P49682 ,Ki,=,8.0,CHEMBL1077819,10.0
45205,CC1(C)[C@H]2CC=C(CN3CCC(N4CC(=O)N(c5cc(F)cc(C(F)(F)F)c5)C4=O)CC3)[C@@H]1C2,cxcr3,P49682 ,Ki,=,7.0,CHEMBL249178,100.0
45206,CC1(C)[C@H]2CC[C@@H](C[N+](C)(C)Cc3ccc(-c4ccccc4I)cc3)[C@@H]1C2,cxcr3,P49682 ,Ki,=,7.0,CHEMBL2181446,100.0
45207,CC1(C)[C@H]2CC=C(C[N+](C)(C)Cc3ccc(-c4ccccc4Cl)cc3)[C@@H]1C2,cxcr3,P49682 ,Ki,=,7.0,CHEMBL2181452,100.0
45208,Cn1c2ccccc2c2ccc(C[N+](C)(C)CC3=CC[C@H]4C[C@@H]3C4(C)C)cc21,cxcr3,P49682 ,Ki,=,6.0,CHEMBL2205078,1000.0
45209,CC1(C)[C@H]2CC=C(C[N+](C)(C)CCc3ccc(Cl)cc3)[C@@H]1C2,cxcr3,P49682 ,Ki,=,6.0,CHEMBL2205697,1000.0
45210,COC(=O)c1cccc(-c2ccc(C[N+](C)(C)CC3=CC[C@H]4C[C@@H]3C4(C)C)cc2)c1,cxcr3,P49682 ,Ki,=,6.0,CHEMBL2205062,1000.0
45211,C[N+](C)(C/C1=C/CCCCCC1)Cc1ccc(I)cc1,cxcr3,P49682 ,Ki,=,6.0,CHEMBL2205702,1000.0
45212,Cc1cccc(C)c1-c1ccc(C[N+](C)(C)CC2=CC[C@H]3C[C@@H]2C3(C)C)cc1,cxcr3,P49682 ,Ki,=,6.0,CHEMBL2181465,1000.0
