Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
10211,COc1ccc(C[C@H](C)CN2C[C@@H](C(=O)N3CCN(c4ccc(F)c(F)c4)CC3)[C@H]3CCCC[C@H]3C2)cn1,5ht2c,P28335,Kd,=,6.4,CHEMBL1076624,426.6
10212,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,5ht2c,P28335,Kd,=,7.3,CHEMBL263881,52.8
10213,CCCc1ccnc2c1CC[C@@H]1CNCCN21,5ht2c,P28335,Ki,=,9.8,CHEMBL4765074,0.2
10214,COc1ccc(-c2ccccc2)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,5ht2c,P28335,Ki,=,9.7,CHEMBL93862,0.2
10215,C[C@H](N)Cn1ncc2ccc3occc3c21,5ht2c,P28335,Ki,=,9.7,CHEMBL261476,0.2
10216,Cc1cc2c(ccc3cnn(C[C@H](C)N)c32)o1,5ht2c,P28335,Ki,=,9.7,CHEMBL408579,0.2
10217,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,5ht2c,P28335,Ki,=,9.7,CHEMBL12713,0.2
10218,CN(C)C[C@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,5ht2c,P28335,Ki,=,9.7,CHEMBL193639,0.2
10219,c1ccc(Cc2ccnc3c2CC[C@@H]2CNCCN32)cc1,5ht2c,P28335,Ki,=,9.6,CHEMBL4213379,0.3
10220,COc1cc(Cl)c(Cl)cc1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,5ht2c,P28335,Ki,=,9.6,CHEMBL91221,0.3
10221,C[C@@H](N)Cc1c2c(c(Br)c3c1OCC3)OCC2,5ht2c,P28335,Ki,=,9.5,CHEMBL305275,0.3
10222,CC(N)Cc1c2c(c(Br)c3c1OCC3)OCC2,5ht2c,P28335,Ki,=,9.5,CHEMBL101008,0.3
10223,Cc1c(Cl)ccc2c1N1[C@H](C)CNC[C@H]1C2,5ht2c,P28335,Ki,=,9.5,CHEMBL190699,0.3
10224,COc1ccc(N2CC=C(c3ccc(C)cc3)C2=O)cc1OCCN1CCCCC1,5ht2c,P28335,Ki,=,9.5,CHEMBL377174,0.3
10225,CCCc1cccc2c1CC[C@@H]1CNCCN21,5ht2c,P28335,Ki,=,9.5,CHEMBL4776557,0.3
10226,c1csc(Cc2cccc3c2CCC2CNCCN32)c1,5ht2c,P28335,Ki,=,9.5,CHEMBL3959570,0.3
10227,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,5ht2c,P28335,Ki,=,9.5,CHEMBL19215,0.3
10228,COc1ccc2c(c1)-c1c(ccn1CC(C)N)C2(C)C,5ht2c,P28335,Ki,=,9.4,CHEMBL318639,0.4
10229,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,5ht2c,P28335,Ki,=,9.4,CHEMBL54560,0.4
10230,CCCc1cccc2c1CCC1CNCCN21,5ht2c,P28335,Ki,=,9.4,CHEMBL3947276,0.4
10231,Fc1ccc2c(c1Cc1ccccc1)CCC1CNCCN21,5ht2c,P28335,Ki,=,9.4,CHEMBL3956394,0.4
10232,COc1ccc(N2Cc3cc(F)cc(C(F)(F)F)c3C2=O)cc1OCCN1CCC(C)CC1,5ht2c,P28335,Ki,=,9.4,CHEMBL234739,0.4
10233,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cnc(OCc3ccccn3)c(C)c1)CC2,5ht2c,P28335,Ki,=,9.4,CHEMBL55914,0.4
10234,Cc1ccc2c(c1)c1c(n2/C=C\c2ccccc2)CCN(C)C1,5ht2c,P28335,Ki,=,9.3,CHEMBL605405,0.5
10235,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,5ht2c,P28335,Ki,=,9.3,CHEMBL19215,0.5
