Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
17724,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.6,CHEMBL321218,0.2
17725,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.6,CHEMBL144360,0.3
17726,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.5,CHEMBL321218,0.3
17727,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCCC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.5,CHEMBL108552,0.3
17728,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(Cc2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.5,CHEMBL359066,0.3
17729,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCCOC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.5,CHEMBL327708,0.3
17730,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.5,CHEMBL144360,0.3
17731,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.4,CHEMBL321218,0.4
17732,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCc2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.4,CHEMBL147156,0.4
17733,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.4,CHEMBL144360,0.4
17734,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCCC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.4,CHEMBL108552,0.4
17735,CCCn1c(=O)c2nc(C3CC4CCC3C4)[nH]c2n(CCCCC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.4,CHEMBL107646,0.4
17736,CC(C)(C)Cc1c(C#Cc2ccccc2)sc(N)c1C(=O)c1ccc(Cl)cc1,aa1r,P30542,Kd,=,9.3,CHEMBL3330574,0.5
17737,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCCCC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,aa1r,P30542,Kd,=,9.3,CHEMBL107499,0.5
