Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
12410,Nc1ccc(S(=O)(=O)c2cc(Br)nc(N3CCCC3)c2)cc1,5ht6r,P50406,Kd,=,8.5,CHEMBL23038,3.2
12411,NC[C@@H]1CCCc2cc(S(=O)(=O)c3c[nH]c4ccccc34)ccc21,5ht6r,P50406,Ki,=,10.3,CHEMBL1084794,0.1
12412,CN(C)CC1CCCc2cc(S(=O)(=O)c3ccccc3)ccc21,5ht6r,P50406,Ki,=,10.2,CHEMBL1085462,0.1
12413,O=S(=O)(c1c(Cl)cccc1Cl)N1CCOc2c(N3CCNCC3)cccc21,5ht6r,P50406,Ki,=,10.2,CHEMBL398034,0.1
12414,NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,10.1,CHEMBL1086326,0.1
12415,CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCC3,5ht6r,P50406,Ki,=,10.1,CHEMBL1083654,0.1
12416,O=C(CO)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,10.0,CHEMBL1085120,0.1
12417,O=S(=O)(c1cccc(F)c1)c1ccc2c(c1)CCC[C@H]2CN1CC(O)C1,5ht6r,P50406,Ki,=,10.0,CHEMBL1085658,0.1
12418,O=C1CN=C(NC[C@@H]2CCCc3cc(S(=O)(=O)c4cccc(F)c4)ccc32)N1,5ht6r,P50406,Ki,=,10.0,CHEMBL1086113,0.1
12419,NC(=O)CNC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,10.0,CHEMBL1086252,0.1
12420,Cc1c(S(=O)(=O)Nc2ccc3[nH]cc(CCN(C)C)c3c2)sc2ccc(Cl)cc12,5ht6r,P50406,Ki,=,10.0,CHEMBL368209,0.1
12421,CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CCCC3,5ht6r,P50406,Ki,=,10.0,CHEMBL1082763,0.1
12422,Nc1ccc(S(=O)(=O)c2cc(Br)nc(N3CCNCC3)c2)cc1,5ht6r,P50406,Ki,=,9.9,CHEMBL24474,0.1
12423,CON1CCN(c2ccc(S(=O)(=O)c3cccc4ccccc34)cc2)CC1,5ht6r,P50406,Ki,=,9.9,CHEMBL363792,0.1
12424,O=S(=O)(c1ccccc1)c1cc2c(N3CCNCC3)cccc2[nH]1,5ht6r,P50406,Ki,=,9.9,CHEMBL365569,0.1
12425,CC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,9.9,CHEMBL1083886,0.1
12426,NS(=O)(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,9.9,CHEMBL1084711,0.1
12427,O=S(=O)(c1cccc(F)c1)c1ccc2c(c1)CCC[C@H]2CNCCO,5ht6r,P50406,Ki,=,9.9,CHEMBL1085037,0.1
12428,O=S(=O)(c1cccc(F)c1)c1cc(F)c2c(c1)CCC[C@H]2CNCCO,5ht6r,P50406,Ki,=,9.8,CHEMBL1084336,0.2
12429,CNCC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,9.8,CHEMBL1085585,0.2
12430,CNC[C@@H]1CCCc2cc(S(=O)(=O)c3cc[nH]c3)ccc21,5ht6r,P50406,Ki,=,9.8,CHEMBL1085617,0.2
12431,N=C(N)NCC1CCCc2cc(S(=O)(=O)c3ccccc3)ccc21,5ht6r,P50406,Ki,=,9.8,CHEMBL1086079,0.2
12432,NC[C@@H]1CCCc2cc(S(=O)(=O)c3ccccc3)ccc21,5ht6r,P50406,Ki,=,9.8,CHEMBL1086323,0.2
12433,COc1cc(N2CCNCC2)c2c(c1)N(S(=O)(=O)c1ccccc1F)CCO2,5ht6r,P50406,Ki,=,9.8,CHEMBL394690,0.2
12434,O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,5ht6r,P50406,Ki,=,9.8,CHEMBL1083390,0.2
12435,NCCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12,5ht6r,P50406,Ki,=,9.7,CHEMBL372879,0.2
12436,O=S(=O)(c1ccc2ccccc2c1)n1ccc2ccc(N3CCN4C=CCC4C3)cc21,5ht6r,P50406,Ki,=,9.7,CHEMBL373322,0.2
12437,NC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,9.7,CHEMBL1082508,0.2
12438,CS(=O)(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,9.7,CHEMBL1083781,0.2
12439,NC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)cc(F)c21,5ht6r,P50406,Ki,=,9.7,CHEMBL1084603,0.2
12440,O=S(=O)(c1cc2cccc(N3CCNCC3)c2[nH]1)c1cccc(Cl)c1Cl,5ht6r,P50406,Ki,=,9.7,CHEMBL3329430,0.2
12441,CNC[C@@H]1COc2ccc(S(=O)(=O)c3ccccc3)cc2O1,5ht6r,P50406,Ki,=,9.7,CHEMBL3329442,0.2
12442,O=C1COc2c(N3CCNCC3)cccc2N1Cc1ccccc1,5ht6r,P50406,Ki,=,9.7,CHEMBL3329451,0.2
12443,CN(C(N)=O)[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,5ht6r,P50406,Ki,=,9.7,CHEMBL4170220,0.2
12444,Cc1cc(N2CCNCC2)c2c(c1)N(S(=O)(=O)c1ccccc1Cl)CCO2,5ht6r,P50406,Ki,=,9.7,CHEMBL2413982,0.2
12445,O=S(=O)(c1cccc2ccccc12)n1ccc2ccc(N3CCN4CCCC4C3)cc21,5ht6r,P50406,Ki,=,9.7,CHEMBL46187,0.2
12446,CNc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccccc1,5ht6r,P50406,Ki,=,9.7,CHEMBL1668584,0.2
12447,CN(C)CCc1c[nH]c2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc12,5ht6r,P50406,Ki,=,9.7,CHEMBL175835,0.2
12448,CNc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CCC3,5ht6r,P50406,Ki,=,9.7,CHEMBL1083075,0.2
12449,CN1CCC(c2cccc3cc(S(=O)(=O)c4ccccn4)cnc23)CC1,5ht6r,P50406,Ki,=,9.7,CHEMBL3260311,0.2
12450,O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,5ht6r,P50406,Ki,=,9.6,CHEMBL1083390,0.2
