Index,cano2_smiles,Receptor,Uniprot ID,Activity Type,Activity Relation,p-value (-log),ChEMBL ID,Activity Value
57573,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,hrh1,P35367,Kd,=,10.1,CHEMBL715,0.1
57574,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,hrh1,P35367,Kd,=,6.7,CHEMBL998,190.0
57575,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3c(CO)ccnc32)CC1,hrh1,P35367,Kd,=,6.7,CHEMBL3357022,199.0
57576,CCOC(=O)N1CCC(=C2c3ccccc3CCc3cccnc32)CC1,hrh1,P35367,Kd,=,6.7,CHEMBL4642460,206.0
57577,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CC(F)c3cccnc32)CC1,hrh1,P35367,Kd,=,6.6,CHEMBL4638183,227.0
57578,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,hrh1,P35367,Kd,=,7.6,CHEMBL1172,24.0
57579,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3C(O)Cc3cccnc32)CC1,hrh1,P35367,Kd,=,6.6,CHEMBL4639563,257.0
57580,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3c(C(F)F)ccnc32)CC1,hrh1,P35367,Kd,=,6.6,CHEMBL4633975,271.0
57581,OC1Cc2cc(Cl)ccc2C(=C2CCNCC2)c2ncccc21,hrh1,P35367,Kd,=,7.6,CHEMBL4647038,28.0
57582,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,hrh1,P35367,Kd,=,8.5,CHEMBL42,3.1
57583,O=C(N[C@H](CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1)C(=O)O)OCc1ccccc1,hrh1,P35367,Kd,=,6.4,CHEMBL196220,410.0
57584,CCOC(=O)N1CC/C(=C2/c3ccc(Cl)cc3CCc3cccnc32)C(O)C1,hrh1,P35367,Kd,=,6.4,CHEMBL4649344,423.0
57585,CCOC(=O)N1C=C/C(=C2/c3ccc(Cl)cc3CCc3cccnc32)CC1,hrh1,P35367,Kd,=,6.3,CHEMBL4642056,454.0
57586,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CC(O)c3cccnc32)CC1,hrh1,P35367,Kd,=,6.3,CHEMBL4645629,454.0
57587,OC1Cc2cccnc2C(=C2CCNCC2)c2ccc(Cl)cc21,hrh1,P35367,Kd,=,7.3,CHEMBL4647890,48.0
57588,CCOC(=O)N1C(O)CC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1O,hrh1,P35367,Kd,=,7.3,CHEMBL4637657,51.0
57589,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,hrh1,P35367,Kd,=,5.3,CHEMBL516,5400.0
57590,CN(C)CCC=C1c2ccccc2COc2ccccc21,hrh1,P35367,Ki,=,9.8,CHEMBL1628227,0.2
57591,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,hrh1,P35367,Ki,=,9.7,CHEMBL64249,0.2
57592,CN(C)CCC=C1c2ccccc2COc2ccccc21,hrh1,P35367,Ki,=,9.6,CHEMBL1628227,0.3
57593,C[C@H](C1=C(CCN(C)C)Cc2cc(F)ccc21)c1nccs1,hrh1,P35367,Ki,=,9.5,CHEMBL1090527,0.3
57594,N#Cc1cccc(OC[C@@H](O)CCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,hrh1,P35367,Ki,=,9.5,CHEMBL2208424,0.3
57595,CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,hrh1,P35367,Ki,=,9.4,CHEMBL420316,0.4
57596,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,hrh1,P35367,Ki,=,9.4,CHEMBL564226,0.4
57597,CCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,hrh1,P35367,Ki,=,9.4,CHEMBL4469024,0.4
57598,CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,hrh1,P35367,Ki,=,9.4,CHEMBL329566,0.4
57599,CN(C)CCCC1c2ccccc2Cc2ccccc21,hrh1,P35367,Ki,=,9.3,CHEMBL346230,0.5
57600,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,hrh1,P35367,Ki,=,9.3,CHEMBL12713,0.5
57601,CN(C)C[C@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,hrh1,P35367,Ki,=,9.3,CHEMBL193639,0.5
57602,CN(C)C[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,hrh1,P35367,Ki,=,9.3,CHEMBL329566,0.5
57603,CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,hrh1,P35367,Ki,=,9.2,CHEMBL560741,0.6
57604,CN(C)C[C@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,hrh1,P35367,Ki,=,9.2,CHEMBL193639,0.6
57605,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,hrh1,P35367,Ki,=,9.2,CHEMBL285802,0.6
57606,CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,hrh1,P35367,Ki,=,9.2,CHEMBL329268,0.6
57607,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCN(CC2CC2)CC1,hrh1,P35367,Ki,=,9.2,CHEMBL4448535,0.6
57608,CN(C)C[C@@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,hrh1,P35367,Ki,=,9.2,CHEMBL328573,0.6
57609,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,hrh1,P35367,Ki,=,9.2,CHEMBL22108,0.7
57610,CN(C)CC1C[C@@H]2c3ccccc3Cc3ccccc3[C@H]2O1,hrh1,P35367,Ki,=,9.2,CHEMBL92667,0.7
57611,COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,hrh1,P35367,Ki,=,9.2,CHEMBL1090526,0.7
57612,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,hrh1,P35367,Ki,=,9.2,CHEMBL511,0.7
57613,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCN(CC2CCC2)CC1,hrh1,P35367,Ki,=,9.1,CHEMBL4588983,0.8
57614,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1nccs1,hrh1,P35367,Ki,=,9.1,CHEMBL1092598,0.8
57615,COc1nccnc1CC1=C(CCN(C)C)Cc2cc(F)ccc21,hrh1,P35367,Ki,=,9.1,CHEMBL1092651,0.8
57616,O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1nccs1,hrh1,P35367,Ki,=,9.1,CHEMBL1712377,0.8
57617,CC(C1=C(CCN(C)C)Cc2cc(Cl)ccc21)c1ccccn1,hrh1,P35367,Ki,=,9.1,CHEMBL167223,0.8
57618,C[C@@H](c1ccccn1)c1c(CCN(C)C)oc2ccccc12,hrh1,P35367,Ki,=,9.1,CHEMBL563920,0.9
57619,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,hrh1,P35367,Ki,=,9.0,CHEMBL505,0.9
57620,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,hrh1,P35367,Ki,=,9.0,CHEMBL511,1.0
57621,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,hrh1,P35367,Ki,=,9.0,CHEMBL1172,1.0
57622,COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2ccccc21,hrh1,P35367,Ki,=,9.0,CHEMBL1092597,1.0
57623,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,hrh1,P35367,Ki,=,9.0,CHEMBL504548,1.0
57624,CC(C)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,hrh1,P35367,Ki,=,9.0,CHEMBL4582006,1.0
57625,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,hrh1,P35367,Ki,=,9.0,CHEMBL42,1.0
57626,CN(C)CCC=C1c2ccccc2CCc2ccccc21,hrh1,P35367,Ki,=,9.0,CHEMBL629,1.1
57627,CN1CCN(CC2C[C@@H]3c4ccccc4Sc4ccccc4[C@H]3O2)CC1,hrh1,P35367,Ki,=,8.9,CHEMBL316068,1.2
57628,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,hrh1,P35367,Ki,=,8.9,CHEMBL715,1.2
57629,CN(C)C[C@@H]1CC2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,hrh1,P35367,Ki,=,8.9,CHEMBL363581,1.2
57630,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCN(CC2CCCC2)CC1,hrh1,P35367,Ki,=,8.9,CHEMBL4474226,1.3
57631,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,hrh1,P35367,Ki,=,8.9,CHEMBL511,1.3
57632,COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1nccnc1OC,hrh1,P35367,Ki,=,8.9,CHEMBL1090186,1.3
57633,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,hrh1,P35367,Ki,=,8.9,CHEMBL556506,1.3
57634,Fc1ccc(Cn2c(N3CCC(n4ccnc4)CC3)nc3ccccc32)cc1,hrh1,P35367,Ki,=,8.9,CHEMBL556449,1.3
57635,CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,hrh1,P35367,Ki,=,8.9,CHEMBL1092259,1.4
57636,CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1,hrh1,P35367,Ki,=,8.9,CHEMBL1092649,1.4
57637,CN(C)C[C@H]1C[C@@H]2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,hrh1,P35367,Ki,=,8.9,CHEMBL366164,1.4
57638,COc1nccnc1CC1=C(CCN(C)C)Cc2cc(Cl)ccc21,hrh1,P35367,Ki,=,8.8,CHEMBL1092650,1.5
57639,Cc1ccc(Cn2c(N3CCC(N(C)C)CC3)nc3ccccc32)cc1,hrh1,P35367,Ki,=,8.8,CHEMBL563451,1.5
57640,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,hrh1,P35367,Ki,=,8.8,CHEMBL556506,1.5
57641,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,hrh1,P35367,Ki,=,8.8,CHEMBL1172,1.6
57642,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,hrh1,P35367,Ki,=,8.8,CHEMBL511,1.6
57643,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,hrh1,P35367,Ki,=,8.8,CHEMBL855,1.6
57644,CN1CCN2c3ncccc3Cc3ccccc3C2C1,hrh1,P35367,Ki,=,8.8,CHEMBL654,1.6
57645,CNCCCC12CCC(c3ccccc31)c1ccccc12,hrh1,P35367,Ki,=,8.8,CHEMBL21731,1.7
57646,CN(C)CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,hrh1,P35367,Ki,=,8.8,CHEMBL1092662,1.7
57647,C[C@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,hrh1,P35367,Ki,=,8.8,CHEMBL1092765,1.7
57648,CN1CCN2c3ccccc3Cc3ccccc3C2C1,hrh1,P35367,Ki,=,8.8,CHEMBL6437,1.7
57649,CCC(CC)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,hrh1,P35367,Ki,=,8.8,CHEMBL4514700,1.8
57650,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,hrh1,P35367,Ki,=,8.7,CHEMBL42,1.8
57651,CN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,hrh1,P35367,Ki,=,8.7,CHEMBL558467,1.8
57652,O=C(c1ccc(F)cc1)C1CCN(CC2C[C@@H]3c4ccccc4Cc4ccccc4[C@H]3O2)CC1,hrh1,P35367,Ki,=,8.7,CHEMBL328662,1.9
57653,CN1CCC(Oc2ccccc2Cc2ccccc2)CC1,hrh1,P35367,Ki,=,8.7,CHEMBL3906929,2.0
57654,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,hrh1,P35367,Ki,=,8.0,CHEMBL42,10.0
57655,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,hrh1,P35367,Ki,=,8.0,CHEMBL715,10.0
57656,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,hrh1,P35367,Ki,=,8.0,CHEMBL716,10.0
57657,CN(C)CCCN1c2ccccc2CCc2ccccc21,hrh1,P35367,Ki,=,8.0,CHEMBL11,10.0
57658,O=C(O)c1cccnc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,hrh1,P35367,Ki,=,8.0,CHEMBL2158834,10.0
57659,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,hrh1,P35367,Ki,=,8.0,CHEMBL2207663,10.0
57660,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,hrh1,P35367,Ki,=,8.0,CHEMBL2207664,10.0
57661,c1ccc(Cc2ccccc2OCCCN2CCCC2)cc1,hrh1,P35367,Ki,=,8.0,CHEMBL187367,10.0
57662,c1ccc([C@@H](Oc2cccc3c2OCC3)[C@H]2CNCCO2)cc1,hrh1,P35367,Ki,=,8.0,CHEMBL258930,10.0
57663,COc1cc(F)ccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,hrh1,P35367,Ki,=,8.0,CHEMBL259765,10.0
57664,Fc1ccc(O[C@H](c2ccccc2)[C@H]2CNCCO2)c(Cl)c1,hrh1,P35367,Ki,=,8.0,CHEMBL260823,10.0
57665,Fc1cccc(O[C@H](c2ccccc2)[C@H]2CNCCO2)c1F,hrh1,P35367,Ki,=,8.0,CHEMBL264418,10.0
57666,Cc1cc(F)ccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,hrh1,P35367,Ki,=,8.0,CHEMBL404956,10.0
57667,FC1CCN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1,hrh1,P35367,Ki,=,8.0,CHEMBL1669417,10.5
57668,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,hrh1,P35367,Ki,=,7.0,CHEMBL1112,100.0
57669,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,hrh1,P35367,Ki,=,7.0,CHEMBL85,100.0
57670,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3Cl)CC2)CC1,hrh1,P35367,Ki,=,7.0,CHEMBL2158779,100.0
57671,Cc1cc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl,hrh1,P35367,Ki,=,7.0,CHEMBL2158782,100.0
57672,C[C@](Cc1ccccc1)(C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,hrh1,P35367,Ki,=,7.0,CHEMBL2158786,100.0
57673,O=C(O)C(c1ccccc1)N1CCO[C@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,hrh1,P35367,Ki,=,7.0,CHEMBL2158818,100.0
57674,O=C(O)[C@@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,hrh1,P35367,Ki,=,7.0,CHEMBL2158821,100.0
57675,O=C(O)[C@@H](Cc1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,hrh1,P35367,Ki,=,7.0,CHEMBL2158836,100.0
57676,C=CCN(CC=C)CCc1c[nH]c2ccc(Cl)cc12,hrh1,P35367,Ki,=,7.0,CHEMBL3752900,100.0
